;city_code;product;product_type;destinated_area;year
0;0307883b5d063703;Beans;temporary;21.0025695453022;2018-01-01
1;0307883b5d063703;Cassava;temporary;118.53809523809524;2018-01-01
2;0307883b5d063703;Corn;temporary;46.27819798301485;2018-01-01
3;0307883b5d063703;Livestock;pasture;9001.519535568452;2018-01-01
4;0307883b5d063703;Others;permanent;83.80827067669152;2018-01-01
5;0307883b5d063703;Others;temporary;14.569172932330787;2018-01-01
6;03e477d4ede00e89;Beans;temporary;103.11904761904754;2018-01-01
7;03e477d4ede00e89;Cassava;temporary;916.1904761904761;2018-01-01
8;03e477d4ede00e89;Corn;temporary;271.5952380952381;2018-01-01
9;03e477d4ede00e89;Livestock;pasture;35876.29956776892;2018-01-01
10;03e477d4ede00e89;Others;permanent;561.7624060150389;2018-01-01
11;03e477d4ede00e89;Others;temporary;23.251879699248196;2018-01-01
12;03e477d4ede00e89;Rice;temporary;12.060449385443182;2018-01-01
13;0ea136556d12fc16;Beans;temporary;87.0;2018-01-01
14;0ea136556d12fc16;Cassava;temporary;745.0;2018-01-01
15;0ea136556d12fc16;Cocoa;permanent;810.6333333333334;2018-01-01
16;0ea136556d12fc16;Corn;temporary;1746.0;2018-01-01
17;0ea136556d12fc16;Livestock;pasture;1666880.6287836977;2018-01-01
18;0ea136556d12fc16;Others;permanent;1242.300751879684;2018-01-01
19;0ea136556d12fc16;Others;temporary;193.48872180451127;2018-01-01
20;0ea136556d12fc16;Rice;temporary;4234.16691729322;2018-01-01
21;a454a6655aaaaaed;Beans;temporary;101.27380952380948;2018-01-01
22;a454a6655aaaaaed;Cassava;temporary;7856.785714285715;2018-01-01
23;a454a6655aaaaaed;Corn;temporary;1839.0000000000005;2018-01-01
24;a454a6655aaaaaed;Livestock;pasture;34235.16038853328;2018-01-01
25;a454a6655aaaaaed;Others;permanent;68.0609022556392;2018-01-01
26;a454a6655aaaaaed;Others;temporary;5.0;2018-01-01
27;a454a6655aaaaaed;Palm oil;permanent;242.60150375939793;2018-01-01
28;a454a6655aaaaaed;Rice;temporary;196.06371551980263;2018-01-01
29;a4d1e1ff1bc3b830;Beans;temporary;404.196227721059;2018-01-01
30;a4d1e1ff1bc3b830;Cassava;temporary;687.892857142857;2018-01-01
31;a4d1e1ff1bc3b830;Corn;temporary;50.0;2018-01-01
32;a4d1e1ff1bc3b830;Livestock;pasture;35789.18543030209;2018-01-01
33;a4d1e1ff1bc3b830;Others;permanent;100.38646616541368;2018-01-01
34;a4d1e1ff1bc3b830;Others;temporary;0.0;2018-01-01
35;a4d1e1ff1bc3b830;Palm oil;permanent;5935.566825651387;2018-01-01
36;a4d1e1ff1bc3b830;Rice;temporary;33.527999139845214;2018-01-01
37;a51be58f39d1d625;Beans;temporary;53.707142857142856;2018-01-01
38;a51be58f39d1d625;Cassava;temporary;11769.04761904762;2018-01-01
39;a51be58f39d1d625;Corn;temporary;143.42857142857142;2018-01-01
40;a51be58f39d1d625;Livestock;pasture;81975.03044275328;2018-01-01
41;a51be58f39d1d625;Others;permanent;32.39924812030074;2018-01-01
42;a51be58f39d1d625;Others;temporary;282.12481203007496;2018-01-01
43;a51be58f39d1d625;Rice;temporary;9.0172932330827;2018-01-01
44;a7187a1b5b870cf4;Livestock;pasture;1245.0075185569726;2018-01-01
