;city_code;product;product_type;destinated_area;year
0;0307883b5d063703;Beans;temporary;21.341302647748858;2018-01-01
1;0307883b5d063703;Cassava;temporary;121.07619047619049;2018-01-01
2;0307883b5d063703;Corn;temporary;44.89384288747345;2018-01-01
3;0307883b5d063703;Livestock;pasture;9618.297542141438;2018-01-01
4;0307883b5d063703;Others;permanent;91.61654135338304;2018-01-01
5;0307883b5d063703;Others;temporary;15.138345864661591;2018-01-01
6;03e477d4ede00e89;Beans;temporary;106.23809523809507;2018-01-01
7;03e477d4ede00e89;Cassava;temporary;932.3809523809525;2018-01-01
8;03e477d4ede00e89;Corn;temporary;293.19047619047615;2018-01-01
9;03e477d4ede00e89;Livestock;pasture;36714.88807544035;2018-01-01
10;03e477d4ede00e89;Others;permanent;393.5248120300758;2018-01-01
11;03e477d4ede00e89;Others;temporary;46.503759398496385;2018-01-01
12;03e477d4ede00e89;Rice;temporary;14.120898770886365;2018-01-01
13;0ea136556d12fc16;Beans;temporary;0.0;2018-01-01
14;0ea136556d12fc16;Cassava;temporary;0.0;2018-01-01
15;0ea136556d12fc16;Cocoa;permanent;1441.2666666666669;2018-01-01
16;0ea136556d12fc16;Corn;temporary;0.0;2018-01-01
17;0ea136556d12fc16;Livestock;pasture;1707690.427568072;2018-01-01
18;0ea136556d12fc16;Others;permanent;874.6015037593679;2018-01-01
19;0ea136556d12fc16;Others;temporary;272.9774436090225;2018-01-01
20;0ea136556d12fc16;Rice;temporary;8326.33383458644;2018-01-01
21;a454a6655aaaaaed;Beans;temporary;187.547619047619;2018-01-01
22;a454a6655aaaaaed;Cassava;temporary;7713.571428571429;2018-01-01
23;a454a6655aaaaaed;Corn;temporary;3028.000000000001;2018-01-01
24;a454a6655aaaaaed;Livestock;pasture;34714.9904370337;2018-01-01
25;a454a6655aaaaaed;Others;permanent;11.121804511278413;2018-01-01
26;a454a6655aaaaaed;Others;temporary;0.0;2018-01-01
27;a454a6655aaaaaed;Palm oil;permanent;135.20300751879608;2018-01-01
28;a454a6655aaaaaed;Rice;temporary;199.87819091802467;2018-01-01
29;a4d1e1ff1bc3b830;Beans;temporary;608.392455442118;2018-01-01
30;a4d1e1ff1bc3b830;Cassava;temporary;575.785714285714;2018-01-01
31;a4d1e1ff1bc3b830;Corn;temporary;0.0;2018-01-01
32;a4d1e1ff1bc3b830;Livestock;pasture;35801.67222058819;2018-01-01
33;a4d1e1ff1bc3b830;Others;permanent;40.7729323308273;2018-01-01
34;a4d1e1ff1bc3b830;Others;temporary;0.0;2018-01-01
35;a4d1e1ff1bc3b830;Palm oil;permanent;7671.133651302766;2018-01-01
36;a4d1e1ff1bc3b830;Rice;temporary;15.75335053083549;2018-01-01
37;a51be58f39d1d625;Beans;temporary;82.41428571428571;2018-01-01
38;a51be58f39d1d625;Cassava;temporary;11538.095238095239;2018-01-01
39;a51be58f39d1d625;Corn;temporary;266.85714285714283;2018-01-01
40;a51be58f39d1d625;Livestock;pasture;91918.76082558691;2018-01-01
41;a51be58f39d1d625;Others;permanent;14.79849624060148;2018-01-01
42;a51be58f39d1d625;Others;temporary;257.24962406015;2018-01-01
43;a51be58f39d1d625;Rice;temporary;13.0345864661654;2018-01-01
44;a7187a1b5b870cf4;Livestock;pasture;1278.4832381152717;2018-01-01
45;a7187a1b5b870cf4;Others;permanent;0.0;2018-01-01
46;a7187a1b5b870cf4;Others;temporary;0.6902255639097472;2018-01-01
47;ab984377b2dc0284;Beans;temporary;54.12380952380953;2018-01-01
48;ab984377b2dc0284;Cassava;temporary;119.2857142857141;2018-01-01
49;ab984377b2dc0284;Cocoa;permanent;43.12857142857143;2018-01-01
50;ab984377b2dc0284;Corn;temporary;71.15238095238094;2018-01-01
51;ab984377b2dc0284;Livestock;pasture;90326.13307652404;2018-01-01
52;ab984377b2dc0284;Others;permanent;173.76992481203092;2018-01-01
53;ab984377b2dc0284;Others;temporary;54.44511278195489;2018-01-01
54;ab984377b2dc0284;Rice;temporary;226.52772530141092;2018-01-01
55;abcadd700f8948e3;Beans;temporary;391.6190476190474;2018-01-01
56;abcadd700f8948e3;Cassava;temporary;1041.904761904762;2018-01-01
57;abcadd700f8948e3;Corn;temporary;429.61904761904765;2018-01-01
58;abcadd700f8948e3;Livestock;pasture;79068.68660744044;2018-01-01
59;abcadd700f8948e3;Others;permanent;434.06165413534046;2018-01-01
60;abcadd700f8948e3;Others;temporary;0.0;2018-01-01
61;abcadd700f8948e3;Rice;temporary;7.007518796992656;2018-01-01
62;ad622472210b0b57;Beans;temporary;847.9999999999999;2018-01-01
63;ad622472210b0b57;Cassava;temporary;5952.857142857143;2018-01-01
64;ad622472210b0b57;Corn;temporary;1592.9285714285716;2018-01-01
65;ad622472210b0b57;Livestock;pasture;204579.89581066556;2018-01-01
66;ad622472210b0b57;Others;permanent;617.9067669172944;2018-01-01
67;ad622472210b0b57;Others;temporary;252.96090225563998;2018-01-01
68;ad622472210b0b57;Rice;temporary;145.4135338345861;2018-01-01
69;ae345f007f327b22;Beans;temporary;1110.4333333333334;2018-01-01
70;ae345f007f327b22;Cassava;temporary;2385.523809523809;2018-01-01
71;ae345f007f327b22;Cocoa;permanent;3115.7333333333336;2018-01-01
72;ae345f007f327b22;Corn;temporary;2064.0714285714266;2018-01-01
73;ae345f007f327b22;Livestock;pasture;521100.6652946482;2018-01-01
74;ae345f007f327b22;Others;permanent;724.3142857142916;2018-01-01
75;ae345f007f327b22;Others;temporary;128.46466165413506;2018-01-01
76;ae345f007f327b22;Rice;temporary;3713.7669172931255;2018-01-01
77;b0e4b4b27117562a;Beans;temporary;37.4476190476189;2018-01-01
78;b0e4b4b27117562a;Cassava;temporary;1191.9047619047617;2018-01-01
79;b0e4b4b27117562a;Cocoa;permanent;2181.257142857143;2018-01-01
80;b0e4b4b27117562a;Corn;temporary;0.0;2018-01-01
81;b0e4b4b27117562a;Livestock;pasture;157252.67124988497;2018-01-01
82;b0e4b4b27117562a;Others;permanent;510.99248120300933;2018-01-01
83;b0e4b4b27117562a;Others;temporary;71.04360902255519;2018-01-01
84;b0e4b4b27117562a;Rice;temporary;748.8812030074982;2018-01-01
85;b4829f1e221d9778;Beans;temporary;26.27709584747975;2018-01-01
86;b4829f1e221d9778;Cassava;temporary;1210.4761904761904;2018-01-01
87;b4829f1e221d9778;Corn;temporary;215.0238095238095;2018-01-01
88;b4829f1e221d9778;Livestock;pasture;29543.008699493803;2018-01-01
89;b4829f1e221d9778;Others;permanent;0.0;2018-01-01
90;b4829f1e221d9778;Others;temporary;0.0;2018-01-01
91;b4829f1e221d9778;Rice;temporary;39.64360902255697;2018-01-01
92;1096f26c5a236d0b;Beans;temporary;25.522859164897355;2018-01-01
93;1096f26c5a236d0b;Cassava;temporary;29.266666666666538;2018-01-01
94;1096f26c5a236d0b;Corn;temporary;770.7619047619046;2018-01-01
95;1096f26c5a236d0b;Livestock;pasture;97912.02350974537;2018-01-01
96;1096f26c5a236d0b;Others;permanent;715.0451127819538;2018-01-01
97;1096f26c5a236d0b;Others;temporary;16.16240601503756;2018-01-01
98;1096f26c5a236d0b;Rice;temporary;536.8588908529086;2018-01-01
99;b4bb04d2a6472ea0;Beans;temporary;82.65578635014835;2018-01-01
100;b4bb04d2a6472ea0;Cassava;temporary;36.095238095238095;2018-01-01
101;b4bb04d2a6472ea0;Corn;temporary;13.123485868102275;2018-01-01
102;b4bb04d2a6472ea0;Livestock;pasture;26526.364394966335;2018-01-01
103;b4bb04d2a6472ea0;Others;permanent;15.088721804510556;2018-01-01
104;b4bb04d2a6472ea0;Others;temporary;15.90827067669153;2018-01-01
105;b4bb04d2a6472ea0;Rice;temporary;1.1443061345688186;2018-01-01
106;b73e63cd3a2904c9;Beans;temporary;222.19523809523804;2018-01-01
107;b73e63cd3a2904c9;Cassava;temporary;11214.761904761903;2018-01-01
108;b73e63cd3a2904c9;Corn;temporary;920.3047619047618;2018-01-01
109;b73e63cd3a2904c9;Livestock;pasture;116555.35453749335;2018-01-01
110;b73e63cd3a2904c9;Others;permanent;97.89624060150422;2018-01-01
111;b73e63cd3a2904c9;Others;temporary;177.55037593984986;2018-01-01
112;b73e63cd3a2904c9;Rice;temporary;285.4902255639096;2018-01-01
113;ba23b66825fc1c91;Beans;temporary;147.99999999999991;2018-01-01
114;ba23b66825fc1c91;Cassava;temporary;1443.7368421052622;2018-01-01
115;ba23b66825fc1c91;Corn;temporary;343.95238095238074;2018-01-01
116;ba23b66825fc1c91;Livestock;pasture;122485.37501895525;2018-01-01
117;ba23b66825fc1c91;Others;permanent;553.6060150375924;2018-01-01
118;ba23b66825fc1c91;Others;temporary;178.11578947368372;2018-01-01
119;ba23b66825fc1c91;Rice;temporary;390.0300751879712;2018-01-01
120;ba4547c678a9a2e6;Beans;temporary;186.33333333333334;2018-01-01
121;ba4547c678a9a2e6;Cassava;temporary;3027.1428571428573;2018-01-01
122;ba4547c678a9a2e6;Cocoa;permanent;41.286015070921984;2018-01-01
123;ba4547c678a9a2e6;Corn;temporary;0.0;2018-01-01
124;ba4547c678a9a2e6;Livestock;pasture;33350.31838625533;2018-01-01
125;ba4547c678a9a2e6;Others;permanent;682.5203007518776;2018-01-01
126;ba4547c678a9a2e6;Others;temporary;156.44210526315788;2018-01-01
127;ba4547c678a9a2e6;Palm oil;permanent;211.15789473684242;2018-01-01
128;bce36d2f8aa39d8b;Beans;temporary;629.352380952381;2018-01-01
129;bce36d2f8aa39d8b;Cassava;temporary;105.35714285714266;2018-01-01
130;bce36d2f8aa39d8b;Cocoa;permanent;1020.7333333333335;2018-01-01
131;bce36d2f8aa39d8b;Corn;temporary;2246.214285714285;2018-01-01
132;bce36d2f8aa39d8b;Livestock;pasture;157799.29467185534;2018-01-01
133;bce36d2f8aa39d8b;Others;permanent;2383.7413533834556;2018-01-01
134;bce36d2f8aa39d8b;Others;temporary;406.4736842105252;2018-01-01
135;bce36d2f8aa39d8b;Rice;temporary;2858.7368421052643;2018-01-01
136;be4424aa54f8d2ae;Beans;temporary;189.0714285714286;2018-01-01
137;be4424aa54f8d2ae;Cassava;temporary;689.4285714285712;2018-01-01
138;be4424aa54f8d2ae;Corn;temporary;3799.785714285715;2018-01-01
139;be4424aa54f8d2ae;Livestock;pasture;185524.93160110453;2018-01-01
140;be4424aa54f8d2ae;Others;permanent;897.75939849624;2018-01-01
141;be4424aa54f8d2ae;Others;temporary;12.329323308270638;2018-01-01
142;be4424aa54f8d2ae;Palm oil;permanent;11511.016541353394;2018-01-01
143;be4424aa54f8d2ae;Rice;temporary;993.2030075187977;2018-01-01
144;be8a37473dc63db0;Beans;temporary;0.0;2018-01-01
145;be8a37473dc63db0;Cassava;temporary;781.3095238095237;2018-01-01
146;be8a37473dc63db0;Cocoa;permanent;8783.704761904763;2018-01-01
147;be8a37473dc63db0;Corn;temporary;1525.7619047619046;2018-01-01
148;be8a37473dc63db0;Livestock;pasture;296831.1860470123;2018-01-01
149;be8a37473dc63db0;Others;permanent;0.0;2018-01-01
150;be8a37473dc63db0;Others;temporary;156.4015037593985;2018-01-01
151;be8a37473dc63db0;Rice;temporary;772.0015037593957;2018-01-01
152;be8a37473dc63db0;Soy;temporary;402.21012857799883;2018-01-01
153;c0019c9a4b4819f2;Beans;temporary;30.99127906976744;2018-01-01
154;c0019c9a4b4819f2;Cassava;temporary;60.58378804812307;2018-01-01
155;c0019c9a4b4819f2;Corn;temporary;13.53174603174601;2018-01-01
156;c0019c9a4b4819f2;Livestock;pasture;17029.543236671103;2018-01-01
157;c0019c9a4b4819f2;Others;permanent;99.55639097744366;2018-01-01
158;c0019c9a4b4819f2;Others;temporary;0.0;2018-01-01
159;c118b149223ba711;Beans;temporary;15.003810975609756;2018-01-01
160;c118b149223ba711;Cassava;temporary;259.6285714285715;2018-01-01
161;c118b149223ba711;Corn;temporary;12.412337098175499;2018-01-01
162;c118b149223ba711;Livestock;pasture;4849.77577536912;2018-01-01
163;c118b149223ba711;Others;permanent;14.648120300751756;2018-01-01
164;c118b149223ba711;Others;temporary;13.765413533834561;2018-01-01
165;c118b149223ba711;Rice;temporary;39.963950403612436;2018-01-01
166;c129d0cd5f1afd51;Cassava;temporary;907.6190476190479;2018-01-01
167;c129d0cd5f1afd51;Cocoa;permanent;1203.6857142857143;2018-01-01
168;c129d0cd5f1afd51;Corn;temporary;66.88095238095238;2018-01-01
169;c129d0cd5f1afd51;Livestock;pasture;11915.377564606004;2018-01-01
170;c129d0cd5f1afd51;Others;permanent;587.1759398496287;2018-01-01
171;c129d0cd5f1afd51;Others;temporary;0.0;2018-01-01
172;c129d0cd5f1afd51;Rice;temporary;48.138345864661716;2018-01-01
173;10973d6049af898b;Beans;temporary;822.6190476190479;2018-01-01
174;10973d6049af898b;Cassava;temporary;4863.809523809525;2018-01-01
175;10973d6049af898b;Corn;temporary;7290.04761904762;2018-01-01
176;10973d6049af898b;Livestock;pasture;58920.2650340468;2018-01-01
177;10973d6049af898b;Others;permanent;61.19999999999925;2018-01-01
178;10973d6049af898b;Others;temporary;127.60150375939934;2018-01-01
179;10973d6049af898b;Rice;temporary;3420.0000000000464;2018-01-01
180;10973d6049af898b;Soy;temporary;10422.875318674262;2018-01-01
181;c45d8ddba643c0d7;Beans;temporary;280.42260590242927;2018-01-01
182;c45d8ddba643c0d7;Cassava;temporary;440.09523809523813;2018-01-01
183;c45d8ddba643c0d7;Corn;temporary;19.809877534631596;2018-01-01
184;c45d8ddba643c0d7;Livestock;pasture;14163.58611326863;2018-01-01
185;c45d8ddba643c0d7;Others;permanent;312.006015037594;2018-01-01
186;c45d8ddba643c0d7;Others;temporary;0.0;2018-01-01
187;c45d8ddba643c0d7;Palm oil;permanent;250.78195488721786;2018-01-01
188;c45d8ddba643c0d7;Rice;temporary;50.55120177983795;2018-01-01
189;cb23149538de1c42;Beans;temporary;0.0;2018-01-01
190;cb23149538de1c42;Cassava;temporary;226.54761904761907;2018-01-01
191;cb23149538de1c42;Corn;temporary;2525.8095238095243;2018-01-01
192;cb23149538de1c42;Livestock;pasture;153035.12411682933;2018-01-01
193;cb23149538de1c42;Others;permanent;719.1984962406016;2018-01-01
194;cb23149538de1c42;Others;temporary;67.9278195488718;2018-01-01
195;cb23149538de1c42;Rice;temporary;132.55338345864516;2018-01-01
196;cdc89121a4b9478b;Beans;temporary;697.7142857142858;2018-01-01
197;cdc89121a4b9478b;Cassava;temporary;564.2380952380952;2018-01-01
198;cdc89121a4b9478b;Corn;temporary;6403.047619047619;2018-01-01
199;cdc89121a4b9478b;Livestock;pasture;611816.7168283106;2018-01-01
200;cdc89121a4b9478b;Others;permanent;157.71578947368437;2018-01-01
201;cdc89121a4b9478b;Others;temporary;366.70977443609024;2018-01-01
202;cdc89121a4b9478b;Rice;temporary;5197.744360902225;2018-01-01
203;cdc89121a4b9478b;Soy;temporary;15525.548249075746;2018-01-01
204;cead2cbd1f8f0b86;Beans;temporary;3069.419047619048;2018-01-01
205;cead2cbd1f8f0b86;Cassava;temporary;2325.5263157894738;2018-01-01
206;cead2cbd1f8f0b86;Corn;temporary;267.76190476190465;2018-01-01
207;cead2cbd1f8f0b86;Livestock;pasture;38775.88170052922;2018-01-01
208;cead2cbd1f8f0b86;Others;permanent;59.081203007524095;2018-01-01
209;cead2cbd1f8f0b86;Others;temporary;65.34285714285653;2018-01-01
210;cead2cbd1f8f0b86;Rice;temporary;115.49173326924162;2018-01-01
211;cf96db4cc35ea025;Livestock;pasture;5736.2656874263785;2018-01-01
212;cf96db4cc35ea025;Others;permanent;20.848120300750338;2018-01-01
213;cf96db4cc35ea025;Others;temporary;1.1789473684209852;2018-01-01
214;d0f5f5b9fcecb0d8;Beans;temporary;43.26190476190473;2018-01-01
215;d0f5f5b9fcecb0d8;Cassava;temporary;478.1428571428571;2018-01-01
216;d0f5f5b9fcecb0d8;Corn;temporary;0.0;2018-01-01
217;d0f5f5b9fcecb0d8;Livestock;pasture;7225.628002990333;2018-01-01
218;d0f5f5b9fcecb0d8;Others;permanent;1.8105263157894456;2018-01-01
219;d0f5f5b9fcecb0d8;Others;temporary;17.878195488721847;2018-01-01
220;d0f5f5b9fcecb0d8;Rice;temporary;18.897744360902053;2018-01-01
221;d42d0e216f57b2ae;Cassava;temporary;4673.933333333334;2018-01-01
222;d42d0e216f57b2ae;Corn;temporary;178.18095238095236;2018-01-01
223;d42d0e216f57b2ae;Livestock;pasture;168400.1162202318;2018-01-01
224;d42d0e216f57b2ae;Others;permanent;0.0;2018-01-01
225;d42d0e216f57b2ae;Others;temporary;14.330827067669164;2018-01-01
226;d42d0e216f57b2ae;Rice;temporary;103.53921395340257;2018-01-01
227;d6f1f98b1745e004;Beans;temporary;2234.357142857143;2018-01-01
228;d6f1f98b1745e004;Cassava;temporary;4598.809523809521;2018-01-01
229;d6f1f98b1745e004;Cocoa;permanent;175.19047619047618;2018-01-01
230;d6f1f98b1745e004;Corn;temporary;2514.285714285714;2018-01-01
231;d6f1f98b1745e004;Livestock;pasture;355854.5100704137;2018-01-01
232;d6f1f98b1745e004;Others;permanent;2358.6421052631567;2018-01-01
233;d6f1f98b1745e004;Others;temporary;598.9473684210525;2018-01-01
234;d6f1f98b1745e004;Rice;temporary;2095.308270676748;2018-01-01
235;d6ffd6d7dfe22d57;Beans;temporary;360.5238095238093;2018-01-01
236;d6ffd6d7dfe22d57;Cassava;temporary;2934.2857142857147;2018-01-01
237;d6ffd6d7dfe22d57;Corn;temporary;243.38095238095218;2018-01-01
238;d6ffd6d7dfe22d57;Livestock;pasture;114750.76300269498;2018-01-01
239;d6ffd6d7dfe22d57;Others;permanent;493.0601503759409;2018-01-01
240;d6ffd6d7dfe22d57;Others;temporary;20.06015037594267;2018-01-01
241;d6ffd6d7dfe22d57;Rice;temporary;98.69924812030183;2018-01-01
242;de1994d393ef525a;Beans;temporary;46.839220462850164;2018-01-01
243;de1994d393ef525a;Cassava;temporary;919.8571428571429;2018-01-01
244;de1994d393ef525a;Cocoa;permanent;167.10995219469797;2018-01-01
245;de1994d393ef525a;Corn;temporary;3396.2380952380954;2018-01-01
246;de1994d393ef525a;Livestock;pasture;271381.00386097707;2018-01-01
247;de1994d393ef525a;Others;permanent;174.74285714286225;2018-01-01
248;de1994d393ef525a;Others;temporary;16.351879699248077;2018-01-01
249;de1994d393ef525a;Rice;temporary;0.0;2018-01-01
250;114487007645c940;Beans;temporary;0.0;2018-01-01
251;114487007645c940;Cassava;temporary;681.0952380952382;2018-01-01
252;114487007645c940;Corn;temporary;165.30952380952374;2018-01-01
253;114487007645c940;Livestock;pasture;6423.556478347458;2018-01-01
254;114487007645c940;Others;permanent;93.57744360902358;2018-01-01
255;114487007645c940;Others;temporary;21.65563909774453;2018-01-01
256;114487007645c940;Rice;temporary;47.80063897978931;2018-01-01
257;df19203419d2ea64;Beans;temporary;78.0952380952381;2018-01-01
258;df19203419d2ea64;Cassava;temporary;1069.0476190476193;2018-01-01
259;df19203419d2ea64;Cocoa;permanent;422.9047619047618;2018-01-01
260;df19203419d2ea64;Corn;temporary;406.3809523809524;2018-01-01
261;df19203419d2ea64;Livestock;pasture;15067.374639452224;2018-01-01
262;df19203419d2ea64;Others;permanent;506.6691729323301;2018-01-01
263;df19203419d2ea64;Others;temporary;59.86466165413536;2018-01-01
264;df19203419d2ea64;Rice;temporary;28.3593984962406;2018-01-01
265;df2cd1cbe849ebd0;Beans;temporary;0.0;2018-01-01
266;df2cd1cbe849ebd0;Cassava;temporary;619.523809523809;2018-01-01
267;df2cd1cbe849ebd0;Corn;temporary;72.85714285714278;2018-01-01
268;df2cd1cbe849ebd0;Livestock;pasture;52760.81995199161;2018-01-01
269;df2cd1cbe849ebd0;Others;permanent;1352.9714285714258;2018-01-01
270;df2cd1cbe849ebd0;Others;temporary;44.7112781954887;2018-01-01
271;df2cd1cbe849ebd0;Palm oil;permanent;3110.8270676691764;2018-01-01
272;e635f6b0f8a98808;Beans;temporary;80.33746988831302;2018-01-01
273;e635f6b0f8a98808;Cassava;temporary;1357.0000000000005;2018-01-01
274;e635f6b0f8a98808;Cocoa;permanent;2.0;2018-01-01
275;e635f6b0f8a98808;Corn;temporary;88.83809523809525;2018-01-01
276;e635f6b0f8a98808;Livestock;pasture;144043.4376933581;2018-01-01
277;e635f6b0f8a98808;Others;permanent;284.51729323308257;2018-01-01
278;e635f6b0f8a98808;Others;temporary;112.84962406015028;2018-01-01
279;e635f6b0f8a98808;Rice;temporary;545.8947368421054;2018-01-01
280;eac302b92f87d9ca;Beans;temporary;929.095238095238;2018-01-01
281;eac302b92f87d9ca;Cassava;temporary;7945.714285714285;2018-01-01
282;eac302b92f87d9ca;Cocoa;permanent;528.1593583590823;2018-01-01
283;eac302b92f87d9ca;Corn;temporary;1805.0476190476156;2018-01-01
284;eac302b92f87d9ca;Livestock;pasture;256647.69894055094;2018-01-01
285;eac302b92f87d9ca;Others;permanent;1197.8857142857144;2018-01-01
286;eac302b92f87d9ca;Others;temporary;0.0;2018-01-01
287;eac302b92f87d9ca;Rice;temporary;1706.3909774436179;2018-01-01
288;ec84c1e86735dc9b;Beans;temporary;1398.0952380952372;2018-01-01
289;ec84c1e86735dc9b;Cassava;temporary;3038.571428571429;2018-01-01
290;ec84c1e86735dc9b;Corn;temporary;1222.6666666666663;2018-01-01
291;ec84c1e86735dc9b;Livestock;pasture;201893.8855609342;2018-01-01
292;ec84c1e86735dc9b;Others;permanent;13539.527819548872;2018-01-01
293;ec84c1e86735dc9b;Others;temporary;252.5909774436077;2018-01-01
294;ec84c1e86735dc9b;Rice;temporary;34.84210526315809;2018-01-01
295;f1fd357c5adaa8dc;Beans;temporary;436.4761904761906;2018-01-01
296;f1fd357c5adaa8dc;Cassava;temporary;1985.0666666666673;2018-01-01
297;f1fd357c5adaa8dc;Cocoa;permanent;776.88250157928;2018-01-01
298;f1fd357c5adaa8dc;Corn;temporary;1399.1904761904764;2018-01-01
299;f1fd357c5adaa8dc;Livestock;pasture;55955.10646809305;2018-01-01
300;f1fd357c5adaa8dc;Others;permanent;2505.538345864664;2018-01-01
301;f1fd357c5adaa8dc;Others;temporary;0.0;2018-01-01
302;f1fd357c5adaa8dc;Rice;temporary;4886.79699248123;2018-01-01
303;f39d21744916469c;Beans;temporary;0.0;2018-01-01
304;f39d21744916469c;Cassava;temporary;474.9047619047618;2018-01-01
305;f39d21744916469c;Cocoa;permanent;40.0;2018-01-01
306;f39d21744916469c;Corn;temporary;1112.0238095238094;2018-01-01
307;f39d21744916469c;Livestock;pasture;196051.80604253017;2018-01-01
