;city_code;product;product_type;destinated_area;year
0;0307883b5d063703;Beans;temporary;22.76084424326505;2016-01-01
1;0307883b5d063703;Cassava;temporary;204.49638802889586;2016-01-01
2;0307883b5d063703;Corn;temporary;76.46827940026165;2016-01-01
3;0307883b5d063703;Livestock;pasture;9709.929069545175;2016-01-01
4;0307883b5d063703;Others;permanent;76.87203302373571;2016-01-01
5;0307883b5d063703;Others;temporary;7.803921568627398;2016-01-01
6;03e477d4ede00e89;Beans;temporary;0.0;2016-01-01
7;03e477d4ede00e89;Cassava;temporary;938.2868937048501;2016-01-01
8;03e477d4ede00e89;Corn;temporary;124.26212590299235;2016-01-01
9;03e477d4ede00e89;Livestock;pasture;35126.39517493561;2016-01-01
10;03e477d4ede00e89;Others;permanent;269.87925696594203;2016-01-01
11;03e477d4ede00e89;Others;temporary;73.93704850361263;2016-01-01
12;03e477d4ede00e89;Rice;temporary;16.035853403667673;2016-01-01
13;0ea136556d12fc16;Beans;temporary;1823.5005159958873;2016-01-01
14;0ea136556d12fc16;Cassava;temporary;3949.463364292955;2016-01-01
15;0ea136556d12fc16;Cocoa;permanent;1455.48916408669;2016-01-01
16;0ea136556d12fc16;Corn;temporary;21154.31166150642;2016-01-01
17;0ea136556d12fc16;Livestock;pasture;1582106.184221852;2016-01-01
18;0ea136556d12fc16;Others;permanent;0.0;2016-01-01
19;0ea136556d12fc16;Others;temporary;275.89060887512915;2016-01-01
20;0ea136556d12fc16;Rice;temporary;6105.583075335344;2016-01-01
21;a454a6655aaaaaed;Beans;temporary;0.0;2016-01-01
22;a454a6655aaaaaed;Cassava;temporary;6759.391124871002;2016-01-01
23;a454a6655aaaaaed;Corn;temporary;327.6883384933035;2016-01-01
24;a454a6655aaaaaed;Livestock;pasture;32272.75998421864;2016-01-01
25;a454a6655aaaaaed;Others;permanent;9.878224974200407;2016-01-01
26;a454a6655aaaaaed;Others;temporary;59.95046439628395;2016-01-01
27;a454a6655aaaaaed;Palm oil;permanent;127.6470588235307;2016-01-01
28;a454a6655aaaaaed;Rice;temporary;177.98752199648067;2016-01-01
29;a4d1e1ff1bc3b830;Beans;temporary;75.64075990593727;2016-01-01
30;a4d1e1ff1bc3b830;Cassava;temporary;412.1310629514985;2016-01-01
31;a4d1e1ff1bc3b830;Corn;temporary;85.12899896801082;2016-01-01
32;a4d1e1ff1bc3b830;Livestock;pasture;34099.33794860098;2016-01-01
33;a4d1e1ff1bc3b830;Others;permanent;39.796697626418734;2016-01-01
34;a4d1e1ff1bc3b830;Others;temporary;0.13415892672866647;2016-01-01
35;a4d1e1ff1bc3b830;Palm oil;permanent;6602.334959935281;2016-01-01
36;a4d1e1ff1bc3b830;Rice;temporary;26.604918949275024;2016-01-01
37;a51be58f39d1d625;Beans;temporary;25.997936016511773;2016-01-01
38;a51be58f39d1d625;Cassava;temporary;9574.819401444785;2016-01-01
39;a51be58f39d1d625;Corn;temporary;156.95562435500494;2016-01-01
40;a51be58f39d1d625;Livestock;pasture;65268.57237173462;2016-01-01
41;a51be58f39d1d625;Others;permanent;26.148606811145555;2016-01-01
42;a51be58f39d1d625;Others;temporary;308.3374613003099;2016-01-01
43;a51be58f39d1d625;Rice;temporary;0.5108359133126612;2016-01-01
44;a7187a1b5b870cf4;Livestock;pasture;996.5399570115615;2016-01-01
45;a7187a1b5b870cf4;Others;permanent;0.0;2016-01-01
46;a7187a1b5b870cf4;Others;temporary;0.5655314757481982;2016-01-01
47;ab984377b2dc0284;Beans;temporary;49.05469556243555;2016-01-01
48;ab984377b2dc0284;Cassava;temporary;340.2208462332296;2016-01-01
49;ab984377b2dc0284;Cocoa;permanent;41.466460268317775;2016-01-01
50;ab984377b2dc0284;Corn;temporary;116.02889576883368;2016-01-01
51;ab984377b2dc0284;Livestock;pasture;83184.17355821561;2016-01-01
52;ab984377b2dc0284;Others;permanent;211.9081527347778;2016-01-01
53;ab984377b2dc0284;Others;temporary;54.20536635706913;2016-01-01
54;ab984377b2dc0284;Rice;temporary;171.11067261165874;2016-01-01
55;abcadd700f8948e3;Beans;temporary;487.5541795665616;2016-01-01
56;abcadd700f8948e3;Cassava;temporary;808.7203302373584;2016-01-01
57;abcadd700f8948e3;Corn;temporary;301.5583075335401;2016-01-01
58;abcadd700f8948e3;Livestock;pasture;75454.5060887071;2016-01-01
59;abcadd700f8948e3;Others;permanent;561.7523219814233;2016-01-01
60;abcadd700f8948e3;Others;temporary;74.4272445820439;2016-01-01
61;abcadd700f8948e3;Rice;temporary;26.40866873065027;2016-01-01
62;ad622472210b0b57;Beans;temporary;388.9989680082541;2016-01-01
63;ad622472210b0b57;Cassava;temporary;7243.297213622298;2016-01-01
64;ad622472210b0b57;Corn;temporary;1812.4922600619193;2016-01-01
65;ad622472210b0b57;Livestock;pasture;194141.89263984293;2016-01-01
66;ad622472210b0b57;Others;permanent;655.438596491227;2016-01-01
67;ad622472210b0b57;Others;temporary;352.98245614035113;2016-01-01
