;destinated_area;city_code;product;product_type;year
0;15.0;0307883b5d063703;Beans;temporary;1997
1;235.0;0307883b5d063703;Cassava;temporary;1997
2;215.0;0307883b5d063703;Corn;temporary;1997
3;11349.62901;0307883b5d063703;Livestock;pasture;1997
4;30.0;0307883b5d063703;Others;permanent;1997
5;20.0;0307883b5d063703;Others;temporary;1997
6;250.0;03e477d4ede00e89;Beans;temporary;1997
7;600.0;03e477d4ede00e89;Cassava;temporary;1997
8;350.0;03e477d4ede00e89;Corn;temporary;1997
9;18808.23444;03e477d4ede00e89;Livestock;pasture;1997
10;350.0;03e477d4ede00e89;Others;permanent;1997
11;240.0;03e477d4ede00e89;Others;temporary;1997
12;25.0;03e477d4ede00e89;Rice;temporary;1997
13;3428.0;0ea136556d12fc16;Beans;temporary;1997
14;7020.0;0ea136556d12fc16;Cassava;temporary;1997
15;1650.0;0ea136556d12fc16;Cocoa;permanent;1997
16;27000.0;0ea136556d12fc16;Corn;temporary;1997
17;353244.2437;0ea136556d12fc16;Livestock;pasture;1997
18;5050.0;0ea136556d12fc16;Others;permanent;1997
19;225.0;0ea136556d12fc16;Others;temporary;1997
20;25500.0;0ea136556d12fc16;Rice;temporary;1997
21;300.0;a454a6655aaaaaed;Beans;temporary;1997
22;1200.0;a454a6655aaaaaed;Cassava;temporary;1997
23;1000.0;a454a6655aaaaaed;Corn;temporary;1997
24;24957.04687;a454a6655aaaaaed;Livestock;pasture;1997
25;484.0;a454a6655aaaaaed;Others;permanent;1997
26;225.0;a454a6655aaaaaed;Others;temporary;1997
27;50.0;a454a6655aaaaaed;Palm oil;permanent;1997
28;50.0;a454a6655aaaaaed;Rice;temporary;1997
29;250.0;a4d1e1ff1bc3b830;Beans;temporary;1997
30;2200.0;a4d1e1ff1bc3b830;Cassava;temporary;1997
31;600.0;a4d1e1ff1bc3b830;Corn;temporary;1997
32;24347.66803;a4d1e1ff1bc3b830;Livestock;pasture;1997
33;412.0;a4d1e1ff1bc3b830;Others;permanent;1997
34;70.0;a4d1e1ff1bc3b830;Others;temporary;1997
35;4200.0;a4d1e1ff1bc3b830;Palm oil;permanent;1997
36;50.0;a4d1e1ff1bc3b830;Rice;temporary;1997
37;85.0;a51be58f39d1d625;Beans;temporary;1997
38;10000.0;a51be58f39d1d625;Cassava;temporary;1997
39;200.0;a51be58f39d1d625;Corn;temporary;1997
40;57017.04457;a51be58f39d1d625;Livestock;pasture;1997
41;198.0;a51be58f39d1d625;Others;permanent;1997
42;126.0;a51be58f39d1d625;Others;temporary;1997
43;5.0;a51be58f39d1d625;Rice;temporary;1997
44;2039.823141;a7187a1b5b870cf4;Livestock;pasture;1997
45;0.0;a7187a1b5b870cf4;Others;permanent;1997
46;0.0;a7187a1b5b870cf4;Others;temporary;1997
47;55.0;ab984377b2dc0284;Beans;temporary;1997
48;650.0;ab984377b2dc0284;Cassava;temporary;1997
49;20.0;ab984377b2dc0284;Cocoa;permanent;1997
50;150.0;ab984377b2dc0284;Corn;temporary;1997
51;94814.97801;ab984377b2dc0284;Livestock;pasture;1997
52;65.0;ab984377b2dc0284;Others;permanent;1997
53;32.0;ab984377b2dc0284;Others;temporary;1997
54;370.0;ab984377b2dc0284;Rice;temporary;1997
55;800.0;abcadd700f8948e3;Beans;temporary;1997
56;1200.0;abcadd700f8948e3;Cassava;temporary;1997
57;250.0;abcadd700f8948e3;Corn;temporary;1997
58;47224.41622;abcadd700f8948e3;Livestock;pasture;1997
59;216.0;abcadd700f8948e3;Others;permanent;1997
60;80.0;abcadd700f8948e3;Others;temporary;1997
61;80.0;abcadd700f8948e3;Rice;temporary;1997
62;520.0;ad622472210b0b57;Beans;temporary;1997
63;8400.0;ad622472210b0b57;Cassava;temporary;1997
64;1150.0;ad622472210b0b57;Corn;temporary;1997
65;112507.2781;ad622472210b0b57;Livestock;pasture;1997
66;518.0;ad622472210b0b57;Others;permanent;1997
67;65.0;ad622472210b0b57;Others;temporary;1997
68;410.0;ad622472210b0b57;Rice;temporary;1997
69;800.0;ae345f007f327b22;Beans;temporary;1997
70;4000.0;ae345f007f327b22;Cassava;temporary;1997
71;1640.0;ae345f007f327b22;Cocoa;permanent;1997
72;6000.0;ae345f007f327b22;Corn;temporary;1997
73;182437.7195;ae345f007f327b22;Livestock;pasture;1997
74;1249.0;ae345f007f327b22;Others;permanent;1997
75;182.0;ae345f007f327b22;Others;temporary;1997
76;14000.0;ae345f007f327b22;Rice;temporary;1997
77;300.0;b0e4b4b27117562a;Beans;temporary;1997
78;1600.0;b0e4b4b27117562a;Cassava;temporary;1997
79;2990.0;b0e4b4b27117562a;Cocoa;permanent;1997
80;2400.0;b0e4b4b27117562a;Corn;temporary;1997
81;125966.8528;b0e4b4b27117562a;Livestock;pasture;1997
82;963.0;b0e4b4b27117562a;Others;permanent;1997
83;285.0;b0e4b4b27117562a;Others;temporary;1997
84;2500.0;b0e4b4b27117562a;Rice;temporary;1997
85;10.0;b4829f1e221d9778;Beans;temporary;1997
86;1000.0;b4829f1e221d9778;Cassava;temporary;1997
87;300.0;b4829f1e221d9778;Corn;temporary;1997
88;14161.77642;b4829f1e221d9778;Livestock;pasture;1997
89;91.0;b4829f1e221d9778;Others;permanent;1997
90;21.0;b4829f1e221d9778;Others;temporary;1997
91;50.0;b4829f1e221d9778;Rice;temporary;1997
92;130.0;1096f26c5a236d0b;Beans;temporary;1997
93;552.0;1096f26c5a236d0b;Cassava;temporary;1997
94;800.0;1096f26c5a236d0b;Corn;temporary;1997
95;67412.70653;1096f26c5a236d0b;Livestock;pasture;1997
96;355.0;1096f26c5a236d0b;Others;permanent;1997
97;10.0;1096f26c5a236d0b;Others;temporary;1997
98;1000.0;1096f26c5a236d0b;Rice;temporary;1997
99;30.0;b4bb04d2a6472ea0;Beans;temporary;1997
100;80.0;b4bb04d2a6472ea0;Cassava;temporary;1997
101;5.0;b4bb04d2a6472ea0;Corn;temporary;1997
102;21033.9211;b4bb04d2a6472ea0;Livestock;pasture;1997
103;312.0;b4bb04d2a6472ea0;Others;permanent;1997
104;3.0;b4bb04d2a6472ea0;Others;temporary;1997
105;20.0;b4bb04d2a6472ea0;Rice;temporary;1997
106;110.0;b73e63cd3a2904c9;Beans;temporary;1997
107;13000.0;b73e63cd3a2904c9;Cassava;temporary;1997
108;1200.0;b73e63cd3a2904c9;Corn;temporary;1997
109;88424.71417;b73e63cd3a2904c9;Livestock;pasture;1997
110;195.0;b73e63cd3a2904c9;Others;permanent;1997
111;85.0;b73e63cd3a2904c9;Others;temporary;1997
112;150.0;b73e63cd3a2904c9;Rice;temporary;1997
113;150.0;ba23b66825fc1c91;Beans;temporary;1997
114;3268.7631578947367;ba23b66825fc1c91;Cassava;temporary;1997
115;650.0;ba23b66825fc1c91;Corn;temporary;1997
116;34348.99251;ba23b66825fc1c91;Livestock;pasture;1997
117;285.0;ba23b66825fc1c91;Others;permanent;1997
118;70.0;ba23b66825fc1c91;Others;temporary;1997
119;110.0;ba23b66825fc1c91;Rice;temporary;1997
120;120.0;ba4547c678a9a2e6;Beans;temporary;1997
121;1910.0;ba4547c678a9a2e6;Cassava;temporary;1997
122;44.0;ba4547c678a9a2e6;Cocoa;permanent;1997
123;900.0;ba4547c678a9a2e6;Corn;temporary;1997
124;24332.04949;ba4547c678a9a2e6;Livestock;pasture;1997
125;1203.0;ba4547c678a9a2e6;Others;permanent;1997
126;69.0;ba4547c678a9a2e6;Others;temporary;1997
127;190.0;ba4547c678a9a2e6;Palm oil;permanent;1997
128;170.0;bce36d2f8aa39d8b;Beans;temporary;1997
129;3000.0;bce36d2f8aa39d8b;Cassava;temporary;1997
130;516.0;bce36d2f8aa39d8b;Cocoa;permanent;1997
131;6100.0;bce36d2f8aa39d8b;Corn;temporary;1997
132;101276.3465;bce36d2f8aa39d8b;Livestock;pasture;1997
133;1864.0;bce36d2f8aa39d8b;Others;permanent;1997
134;116.0;bce36d2f8aa39d8b;Others;temporary;1997
135;4500.0;bce36d2f8aa39d8b;Rice;temporary;1997
136;80.0;be4424aa54f8d2ae;Beans;temporary;1997
137;2000.0;be4424aa54f8d2ae;Cassava;temporary;1997
138;2045.0;be4424aa54f8d2ae;Corn;temporary;1997
139;77710.83036;be4424aa54f8d2ae;Livestock;pasture;1997
140;466.0;be4424aa54f8d2ae;Others;permanent;1997
141;14.0;be4424aa54f8d2ae;Others;temporary;1997
142;17074.0;be4424aa54f8d2ae;Palm oil;permanent;1997
143;2600.0;be4424aa54f8d2ae;Rice;temporary;1997
144;2900.0;be8a37473dc63db0;Beans;temporary;1997
145;1100.0;be8a37473dc63db0;Cassava;temporary;1997
146;7530.0;be8a37473dc63db0;Cocoa;permanent;1997
147;1800.0;be8a37473dc63db0;Corn;temporary;1997
148;117935.8536;be8a37473dc63db0;Livestock;pasture;1997
149;3746.0;be8a37473dc63db0;Others;permanent;1997
150;48.0;be8a37473dc63db0;Others;temporary;1997
151;3000.0;be8a37473dc63db0;Rice;temporary;1997
152;153.84876886417797;be8a37473dc63db0;Soy;temporary;1997
153;30.228197674418606;c0019c9a4b4819f2;Beans;temporary;1997
154;210.0;c0019c9a4b4819f2;Cassava;temporary;1997
155;90.0;c0019c9a4b4819f2;Corn;temporary;1997
156;17003.69644;c0019c9a4b4819f2;Livestock;pasture;1997
157;107.0;c0019c9a4b4819f2;Others;permanent;1997
158;0.0;c0019c9a4b4819f2;Others;temporary;1997
159;6.024390243902439;c118b149223ba711;Beans;temporary;1997
160;150.0;c118b149223ba711;Cassava;temporary;1997
161;10.0;c118b149223ba711;Corn;temporary;1997
162;2225.373544;c118b149223ba711;Livestock;pasture;1997
163;20.0;c118b149223ba711;Others;permanent;1997
164;4.0;c118b149223ba711;Others;temporary;1997
165;80.0;c118b149223ba711;Rice;temporary;1997
166;300.0;c129d0cd5f1afd51;Cassava;temporary;1997
167;1105.0;c129d0cd5f1afd51;Cocoa;permanent;1997
168;30.0;c129d0cd5f1afd51;Corn;temporary;1997
169;12325.07367;c129d0cd5f1afd51;Livestock;pasture;1997
170;179.0;c129d0cd5f1afd51;Others;permanent;1997
171;0.0;c129d0cd5f1afd51;Others;temporary;1997
172;30.0;c129d0cd5f1afd51;Rice;temporary;1997
173;300.0;10973d6049af898b;Beans;temporary;1997
174;1700.0;10973d6049af898b;Cassava;temporary;1997
175;2000.0;10973d6049af898b;Corn;temporary;1997
176;51719.77059;10973d6049af898b;Livestock;pasture;1997
177;640.0;10973d6049af898b;Others;permanent;1997
178;30.0;10973d6049af898b;Others;temporary;1997
179;1000.0;10973d6049af898b;Rice;temporary;1997
180;6036.197892888496;10973d6049af898b;Soy;temporary;1997
181;30.0;c45d8ddba643c0d7;Beans;temporary;1997
182;180.0;c45d8ddba643c0d7;Cassava;temporary;1997
183;70.0;c45d8ddba643c0d7;Corn;temporary;1997
184;9387.316927;c45d8ddba643c0d7;Livestock;pasture;1997
185;417.0;c45d8ddba643c0d7;Others;permanent;1997
186;24.0;c45d8ddba643c0d7;Others;temporary;1997
187;250.0;c45d8ddba643c0d7;Palm oil;permanent;1997
188;77.0;c45d8ddba643c0d7;Rice;temporary;1997
189;1560.0;cb23149538de1c42;Beans;temporary;1997
190;150.0;cb23149538de1c42;Cassava;temporary;1997
191;2450.0;cb23149538de1c42;Corn;temporary;1997
192;130807.9888;cb23149538de1c42;Livestock;pasture;1997
193;450.0;cb23149538de1c42;Others;permanent;1997
194;39.0;cb23149538de1c42;Others;temporary;1997
195;540.0;cb23149538de1c42;Rice;temporary;1997
